Open,High,Low,Close,Adj Close,Volume,Date,Open_change,Prediction
382.5833435058594,400.3566589355469,378.67999267578125,399.9266662597656,399.9266662597656,103931400,2022-01-03,,
396.51666259765625,402.6666564941406,374.3500061035156,383.1966552734375,383.1966552734375,100248300,2022-01-04,13.933319091796875,
382.2166748046875,390.11334228515625,360.336669921875,362.7066650390625,362.7066650390625,80119800,2022-01-05,-14.29998779296875,
359.0,362.6666564941406,340.1666564941406,354.8999938964844,354.8999938964844,90336600,2022-01-06,-23.2166748046875,
360.1233215332031,360.30999755859375,336.6666564941406,342.32000732421875,342.32000732421875,84164700,2022-01-07,1.123321533203125,
333.3333435058594,353.0333251953125,326.6666564941406,352.7066650390625,352.7066650390625,91815000,2022-01-10,-26.78997802734375,
351.22332763671875,358.6166687011719,346.2733459472656,354.79998779296875,354.79998779296875,66063300,2022-01-11,17.889984130859375,
359.6166687011719,371.61334228515625,357.5299987792969,368.739990234375,368.739990234375,83739000,2022-01-12,8.393341064453125,
369.69000244140625,371.8666687011719,342.17999267578125,343.85333251953125,343.85333251953125,97209900,2022-01-13,10.073333740234375,
339.9599914550781,350.6666564941406,337.7933349609375,349.8699951171875,349.8699951171875,72924300,2022-01-14,-29.730010986328125,
342.2033386230469,356.92999267578125,338.6866760253906,343.5033264160156,343.5033264160156,66743400,2022-01-18,2.24334716796875,
347.2366638183594,351.5566711425781,331.6666564941406,331.8833312988281,331.8833312988281,75442500,2022-01-19,5.0333251953125,
336.57666015625,347.2200012207031,331.3333435058594,332.0899963378906,332.0899963378906,70488600,2022-01-20,-10.660003662109375,
332.11334228515625,334.8500061035156,313.5,314.6333312988281,314.6333312988281,103416000,2022-01-21,-4.46331787109375,
301.586669921875,311.1700134277344,283.8233337402344,310.0,310.0,151565700,2022-01-24,-30.52667236328125,
304.73333740234375,317.086669921875,301.07000732421875,306.1333312988281,306.1333312988281,86595900,2022-01-25,3.14666748046875,
317.4766540527344,329.2300109863281,302.0,312.4700012207031,312.4700012207031,104867400,2022-01-26,12.743316650390625,
311.1199951171875,311.7966613769531,276.3333435058594,276.3666687011719,276.3666687011719,147109500,2022-01-27,-6.356658935546875,
